time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,MA Offset Stop Loss,Low Offset Stop Loss,Min of MA and Low Offsets,Bottom 1,Top 1,Bottom 2,Top 2,Bottom 3,Top 3,Extream,ExtreamH,ExtreamL,Signal Long EMA,Resistance Long EMA,Middle EMA,Fast EMA,Signal Long EMA,Resistance Long EMA,Middle EMA,Fast EMA,Shapes,Shapes,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,ATR
1914-12-28T00:00:00Z,1,1,1,1,NaN,NaN,NaN,NaN,NaN,2.4667880652731675,0.6396970656723922,0.6396970656723922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.004825126010078,2.894361848500685,NaN,NaN,2.7370152660188736,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-01-25T00:00:00Z,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.894361848500685,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-02-22T00:00:00Z,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.894361848500685,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-03-29T00:00:00Z,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN
1915-04-26T00:00:00Z,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-05-31T00:00:00Z,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-06-28T00:00:00Z,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-07-26T00:00:00Z,1,1,1,1,1.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-08-30T00:00:00Z,-1,-1,-1,-1,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-09-27T00:00:00Z,-1,-1,-1,-1,0.36111111111111116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2857142857142856,3.7142857142857144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-10-25T00:00:00Z,1,1,1,1,0.5030864197530864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2653061224489797,4.73469387755102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-11-29T00:00:00Z,1,1,1,1,0.6135116598079561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.267784256559766,6.932215743440233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1915-12-27T00:00:00Z,2,2,2,2,0.9216201798506325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.220085381091212,6.779914618908788,2.2857142857142856,3.7142857142857144,2.8214285714285716,3.1785714285714284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1916-01-31T00:00:00Z,3,3,3,3,1.3834823621060475,NaN,NaN,NaN,NaN,NaN,1.5714285714285714,NaN,5.168650711013269,6.631349288986732,3.2653061224489797,4.73469387755102,3.816326530612245,4.183673469387755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.7142857142857143
1916-02-28T00:00:00Z,4,4,4,4,1.9649307260824815,NaN,NaN,NaN,NaN,NaN,2.5306122448979593,NaN,6.149461374512321,7.6505386254876795,5.267784256559766,6.932215743440233,5.891946064139941,6.308053935860058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.7346938775510204
1916-03-27T00:00:00Z,6.1,6.1,6.1,6.1,2.883835009175263,NaN,NaN,NaN,NaN,NaN,4.435568513119533,NaN,6.20307127633287,7.596928723667131,5.220085381091212,6.779914618908788,5.805021345272803,6.194978654727197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,NaN,NaN,NaN,0.8322157434402333
1916-04-24T00:00:00Z,6,6,6,6,3.576316118247427,NaN,NaN,NaN,NaN,NaN,4.440170762182424,NaN,7.181423328023379,8.618576671976621,5.168650711013269,6.631349288986732,5.7171626777533175,6.082837322246683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.779914618908788
1916-05-29T00:00:00Z,5.9,5.9,5.9,5.9,4.092690314192443,NaN,NaN,NaN,NaN,NaN,4.437301422026537,NaN,9.089893090307424,10.710106909692577,6.149461374512321,7.6505386254876795,6.712365343628081,7.08763465637192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,0.7313492889867316
1916-06-26T00:00:00Z,6.9,6.9,6.9,6.9,4.716536911038567,NaN,NaN,NaN,NaN,NaN,5.398922749024642,NaN,9.983472155285465,11.616527844714536,6.20307127633287,7.596928723667131,6.7257678190832175,7.074232180916783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.7505386254876792
1916-07-31T00:00:00Z,6.9,6.9,6.9,6.9,5.2017509308077745,2.54,NaN,7.504030620372925,-2.4240306203729247,NaN,5.5061425526657395,NaN,10.877509858479359,12.52249014152064,7.181423328023379,8.618576671976621,7.720355832005845,8.079644167994156,NaN,NaN,NaN,NaN,NaN,NaN,2.54,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.6969287236671307
1916-08-28T00:00:00Z,7.9,7.9,7.9,7.9,5.801361835072713,3.0504761904761906,NaN,8.310596741373248,-2.5405967413732475,NaN,6.462846656046757,NaN,11.771973440016549,13.42802655998345,9.089893090307424,10.710106909692577,9.697473272576856,10.102526727423145,NaN,NaN,NaN,NaN,NaN,NaN,3.0504761904761906,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.7185766719766213
1916-09-25T00:00:00Z,9.9,9.9,9.9,9.9,6.712170316167666,3.70281179138322,NaN,9.476250889770121,-2.816250889770122,NaN,8.279786180614847,NaN,11.723975337158224,13.276024662841776,9.983472155285465,11.616527844714536,10.595868038821367,11.004131961178635,NaN,NaN,NaN,NaN,NaN,NaN,3.70281179138322,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.8101069096925769
1916-10-30T00:00:00Z,10.8,10.8,10.8,10.8,7.620576912574851,4.378734477918151,NaN,10.667656533442665,-3.0276565334426646,NaN,9.16694431057093,NaN,14.472262813075494,16.32773718692451,10.877509858479359,12.52249014152064,11.49437746461984,11.905622535380159,NaN,NaN,NaN,NaN,NaN,NaN,4.378734477918151,NaN,NaN,NaN,NaN,0,0,76.92307692307693,NaN,NaN,NaN,0.8165278447145357
1916-11-27T00:00:00Z,11.7,11.7,11.7,11.7,8.527115376447107,5.075997860973565,NaN,11.822674837845078,-3.01267483784508,NaN,10.05501971695872,NaN,13.359958326427245,15.240041673572756,11.771973440016549,13.42802655998345,12.392993360004137,12.807006639995862,NaN,NaN,NaN,NaN,NaN,NaN,5.075997860973565,NaN,NaN,NaN,NaN,0,0,78.05970149253731,NaN,NaN,NaN,0.8224901415206402
1916-12-25T00:00:00Z,12.6,12.6,12.6,12.6,9.43220084834775,5.792569493261797,NaN,13.069684996974376,-3.1996849969743746,NaN,10.943946880033096,NaN,17.69853273168244,20.101467268317556,11.723975337158224,13.276024662841776,12.305993834289556,12.694006165710444,NaN,NaN,NaN,NaN,NaN,NaN,5.792569493261797,NaN,NaN,NaN,NaN,0,0,79.13625304136252,NaN,NaN,NaN,0.8280265599834516
1917-01-29T00:00:00Z,12.5,12.5,12.5,12.5,10.11393399315936,6.431372398665435,NaN,14.108329318429082,-3.1883293184290826,NaN,10.947950674316447,NaN,18.434351822276554,20.76564817772345,14.472262813075494,16.32773718692451,15.168065703268873,15.631934296731128,NaN,NaN,NaN,NaN,NaN,NaN,6.431372398665435,NaN,NaN,NaN,NaN,0,0,78.68683011332605,NaN,NaN,NaN,0.7760246628417765
1917-02-26T00:00:00Z,15.4,15.4,15.4,15.4,11.288615328012837,7.285527408316346,NaN,15.636019145783372,-3.3760191457833715,NaN,13.544525626150987,NaN,19.260469549256797,21.5395304507432,13.359958326427245,15.240041673572756,14.064989581606811,14.53501041839319,NaN,NaN,NaN,NaN,NaN,NaN,7.285527408316346,NaN,NaN,NaN,NaN,0,0,81.82302310936966,NaN,NaN,NaN,0.9277371869245068
1917-03-26T00:00:00Z,14.3,14.3,14.3,14.3,11.957811921787762,7.953572417048123,NaN,16.627695459537023,-3.0376954595370247,NaN,12.419916652854488,NaN,17.306150295738455,19.693849704261545,17.69853273168244,20.101467268317556,18.59963318292061,19.200366817079388,NaN,NaN,NaN,NaN,NaN,NaN,7.953572417048123,NaN,NaN,NaN,NaN,0,0,77.30291641561152,NaN,NaN,NaN,0.9400416735727564
1917-04-30T00:00:00Z,18.9,18.9,18.9,18.9,13.500520383612704,8.996089329710205,NaN,18.272156266722984,-2.692156266722982,NaN,16.49706546336488,NaN,18.134282417471425,20.465717582528576,18.434351822276554,20.76564817772345,19.308587955569138,19.891412044430865,NaN,NaN,NaN,NaN,NaN,NaN,8.996089329710205,NaN,NaN,NaN,NaN,0,0,81.72559143004716,NaN,NaN,NaN,1.2014672683175593
1917-05-28T00:00:00Z,19.6,19.6,19.6,19.6,14.855960298365437,10.00598558402352,NaN,19.686204489148913,-2.0462044891489146,NaN,17.268703644553106,NaN,18.681833673366324,20.918166326633678,19.260469549256797,21.5395304507432,20.1151173873142,20.684882612685797,NaN,NaN,NaN,NaN,NaN,NaN,10.00598558402352,NaN,NaN,NaN,NaN,0,0,82.27616611171241,NaN,NaN,NaN,1.165648177723448
1917-06-25T00:00:00Z,20.4,20.4,20.4,20.4,16.087969120950895,10.995891718878422,NaN,21.143395967727017,-1.563395967727013,NaN,18.120939098513595,NaN,18.440274125268726,20.559725874731274,17.306150295738455,19.693849704261545,18.201537573934615,18.798462426065385,NaN,NaN,NaN,NaN,NaN,NaN,10.995891718878422,NaN,NaN,NaN,NaN,1,0,82.89323839822167,NaN,NaN,NaN,1.1395304507432014
1917-07-30T00:00:00Z,18.5,18.5,18.5,18.5,16.623975982961806,11.710568698032858,NaN,21.87022645911273,-0.5402264591127288,NaN,16.112300591476913,NaN,16.265968830606674,18.534031169393323,18.134282417471425,20.465717582528576,19.008570604367858,19.591429395632144,NaN,NaN,NaN,NaN,NaN,NaN,11.710568698032858,NaN,NaN,NaN,NaN,0,1,76.28501653024745,NaN,NaN,NaN,1.193849704261544
1917-08-27T00:00:00Z,19.3,19.3,19.3,19.3,17.21864798674807,12.433371679172586,NaN,22.596182720342185,0.4638172796578157,NaN,16.968564834942846,NaN,16.996971056991914,19.20302894300809,18.681833673366324,20.918166326633678,19.52045841834158,20.07954158165842,NaN,NaN,NaN,NaN,NaN,NaN,12.433371679172586,NaN,NaN,NaN,NaN,0,0,77.0906151424366,NaN,NaN,NaN,1.1657175825285766
1917-09-24T00:00:00Z,19.8,19.8,19.8,19.8,17.792281767470723,13.134955328775197,NaN,23.267908056136275,1.4720919438637274,NaN,17.563667346732643,NaN,18.561473124349632,20.838526875650366,18.440274125268726,20.559725874731274,19.235068531317182,19.764931468682818,NaN,NaN,NaN,NaN,NaN,NaN,13.134955328775197,NaN,NaN,NaN,NaN,1,0,77.5890849699916,NaN,NaN,NaN,1.1181663266336783
1917-10-29T00:00:00Z,19.5,19.5,19.5,19.5,18.171774708032785,13.741150059368035,NaN,23.75244549832805,2.5375545016719485,NaN,17.380548250537455,NaN,16.285653615467517,18.714346384532483,16.265968830606674,18.534031169393323,17.116492207651667,17.68350779234833,NaN,NaN,NaN,NaN,NaN,NaN,13.741150059368035,NaN,NaN,NaN,NaN,0,0,76.54224266096011,NaN,NaN,NaN,1.0597258747312728
1917-11-26T00:00:00Z,17.4,17.4,17.4,17.4,18.000269217358834,14.08961195847584,NaN,23.953807885742492,3.4661921142575043,NaN,15.13193766121335,NaN,15.515249785791264,17.884750214208733,16.996971056991914,19.20302894300809,17.82424276424798,18.375757235752022,NaN,NaN,NaN,NaN,NaN,NaN,14.08961195847584,NaN,NaN,NaN,NaN,0,1,69.65082852255965,78.28461320439006,NaN,NaN,1.134031169393325
1917-12-31T00:00:00Z,18.1,18.1,18.1,18.1,18.022431613501315,14.471553676716237,NaN,24.08419136878789,4.545808631212113,NaN,15.893942113983826,NaN,11.314160515377603,14.085839484622396,18.561473124349632,20.838526875650366,19.415368281087407,19.984631718912592,NaN,NaN,NaN,NaN,NaN,NaN,14.471553676716237,NaN,NaN,NaN,NaN,0,0,70.5759355114119,77.83124596069969,NaN,NaN,1.1030289430080875
1918-01-28T00:00:00Z,19.7,19.7,19.7,19.7,18.3952245882788,14.969500945600405,NaN,24.23375397873407,5.776246021265928,NaN,17.422946248699265,NaN,11.970291907136346,14.629708092863655,16.285653615467517,18.714346384532483,17.196413403866877,17.803586596133123,NaN,NaN,NaN,NaN,NaN,NaN,14.969500945600405,NaN,NaN,NaN,NaN,1,0,72.57753397183166,77.43966256636358,NaN,NaN,1.1385268756503668
1918-02-25T00:00:00Z,17.5,17.5,17.5,17.5,18.19628579088351,15.210500855543224,NaN,24.02929808754084,7.040701912459159,NaN,15.071307230935034,NaN,11.850985342340891,14.349014657659108,15.515249785791264,17.884750214208733,16.403812446447816,16.996187553552183,NaN,NaN,NaN,NaN,NaN,NaN,15.210500855543224,NaN,NaN,NaN,NaN,0,0,66.1003784518006,76.50852866710913,NaN,NaN,1.2143463845324833
1918-03-25T00:00:00Z,16.7,16.7,16.7,16.7,17.86377783735384,15.35235791692006,NaN,23.545073137942225,8.504926862057772,NaN,14.33049957158253,NaN,16.490200675030827,19.509799324969173,11.314160515377603,14.085839484622396,12.3535401288444,13.046459871155598,NaN,NaN,NaN,NaN,NaN,NaN,15.35235791692006,NaN,NaN,NaN,NaN,0,0,63.92699140158764,75.45425447341354,NaN,NaN,1.1847502142087347
1918-04-29T00:00:00Z,12.7,12.7,12.7,12.7,16.71627165127521,15.099752401022911,NaN,22.997688913056948,9.532311086943054,NaN,9.928321030755207,NaN,17.062329198242914,19.937670801757086,11.970291907136346,14.629708092863655,12.967572976784087,13.632427023215914,NaN,NaN,NaN,NaN,NaN,NaN,15.099752401022911,NaN,NaN,NaN,NaN,0,1,54.5345544447105,73.5050781402236,NaN,NaN,1.3858394846223965
1918-05-27T00:00:00Z,13.3,13.3,13.3,13.3,15.957100173214053,14.928347410449302,NaN,22.66950880182233,10.200491198177668,NaN,10.640583814272693,NaN,16.629305684082706,19.370694315917294,11.850985342340891,14.349014657659108,12.787746335585222,13.412253664414777,NaN,NaN,NaN,NaN,NaN,NaN,14.928347410449302,NaN,NaN,NaN,NaN,0,0,55.56057739607534,71.95205392454245,NaN,NaN,1.329708092863654
1918-06-24T00:00:00Z,13.1,13.1,13.1,13.1,15.32218902361093,14.754219085644607,NaN,22.439821729050877,10.660178270949126,NaN,10.601970684681785,NaN,17.191498135219653,19.808501864780347,16.490200675030827,19.509799324969173,17.62255016875771,18.37744983124229,NaN,NaN,NaN,NaN,NaN,NaN,14.754219085644607,NaN,NaN,NaN,NaN,0,0,55.126151773587864,70.05209394908107,NaN,NaN,1.2490146576591077
1918-07-29T00:00:00Z,18,18,18,18,15.917258129475167,15.063341077487978,NaN,22.343056224611043,11.38694377538896,NaN,14.980401350061657,NaN,19.32781969698968,22.07218030301032,17.062329198242914,19.937670801757086,18.140582299560727,18.859417700439273,NaN,NaN,NaN,NaN,NaN,NaN,15.063341077487978,NaN,NaN,NaN,NaN,0,0,62.62650713409086,68.64854687925096,NaN,NaN,1.5097993249691715
1918-08-26T00:00:00Z,18.5,18.5,18.5,18.5,16.491200767369573,15.390641927251028,NaN,22.313406640272053,12.006593359727948,NaN,15.624658396485824,NaN,19.104404004347558,21.69559599565244,16.629305684082706,19.370694315917294,17.657326421020677,18.342673578979323,NaN,NaN,NaN,NaN,NaN,NaN,15.390641927251028,NaN,NaN,NaN,NaN,0,0,63.282559099015,67.24778407216476,NaN,NaN,1.4376708017570878
1918-09-30T00:00:00Z,18,18,18,18,16.82648948573189,15.639152219893788,NaN,22.131072827373984,12.738927172626012,NaN,15.258611368165408,NaN,16.51837514689416,19.281624853105836,17.191498135219653,19.808501864780347,18.172874533804915,18.827125466195085,NaN,NaN,NaN,NaN,NaN,NaN,15.639152219893788,NaN,NaN,NaN,NaN,0,0,62.139817823800094,66.23741273598996,NaN,NaN,1.370694315917296
1918-10-28T00:00:00Z,18.5,18.5,18.5,18.5,17.198380711124805,15.911613913237236,NaN,22.21121196224541,12.968788037754589,NaN,15.882996270439307,NaN,13.402776922116008,16.397223077883993,19.32781969698968,22.07218030301032,20.356954924247418,21.04304507575258,NaN,NaN,NaN,NaN,NaN,NaN,15.911613913237236,NaN,NaN,NaN,NaN,0,0,62.84274588266548,65.21970778886345,NaN,NaN,1.3085018647803464
1918-11-25T00:00:00Z,20.7,20.7,20.7,20.7,17.97651833087485,16.367650683405117,NaN,22.461439332782543,13.358560667217457,NaN,17.955639393979357,NaN,15.552578570536294,18.64742142946371,19.104404004347558,21.69559599565244,20.076101001086887,20.72389899891311,NaN,NaN,NaN,NaN,NaN,NaN,16.367650683405117,NaN,NaN,NaN,NaN,1,0,65.77205415988738,64.37563415957028,NaN,NaN,1.3721803030103215
1918-12-30T00:00:00Z,20.4,20.4,20.4,20.4,18.51506981290266,16.751683951652247,NaN,22.647306296244388,13.322693703755611,NaN,17.808808008695117,NaN,16.127394386926557,19.072605613073446,16.51837514689416,19.281624853105836,17.55459378672354,18.245406213276457,NaN,NaN,NaN,NaN,NaN,NaN,16.751683951652247,NaN,NaN,NaN,NaN,0,0,65.03956524660101,63.55401434425892,NaN,NaN,1.2955959956524414
1919-01-27T00:00:00Z,17.9,17.9,17.9,17.9,18.378387632257624,16.861047384828222,NaN,22.503042472104738,13.296957527895259,NaN,15.136750293788321,NaN,15.16115193071752,18.038848069282484,13.402776922116008,16.397223077883993,14.525694230529002,15.274305769470999,NaN,NaN,NaN,10.847999999999999,NaN,10.847999999999999,16.861047384828222,NaN,NaN,NaN,NaN,0,0,59.276369306855734,62.8129815431372,NaN,NaN,1.3816248531058386
1919-02-24T00:00:00Z,14.9,14.9,14.9,14.9,17.60541260286704,16.674280967225535,NaN,22.254848809626516,12.995151190373486,NaN,11.905553844232015,NaN,13.54964107852341,16.450358921476592,15.552578570536294,18.64742142946371,16.713144642634074,17.48685535736593,NaN,NaN,NaN,11.006901960784313,NaN,11.006901960784313,16.674280967225535,NaN,NaN,NaN,NaN,0,1,53.33504752808904,61.58148954432843,NaN,NaN,1.4972230778839928
1919-03-31T00:00:00Z,17.1,17.1,17.1,17.1,17.49309869111881,16.71482563701358,NaN,22.17213114390311,12.937868856096893,NaN,14.005157141072587,NaN,13.83895243005745,16.56104756994255,16.127394386926557,19.072605613073446,17.23184859673164,17.96815140326836,NaN,NaN,NaN,11.245846981930027,NaN,11.245846981930027,16.71482563701358,NaN,NaN,NaN,NaN,0,0,56.67146435498464,60.44534171455365,NaN,NaN,1.5474214294637076
1919-04-28T00:00:00Z,17.6,17.6,17.6,17.6,17.51685453753685,16.799127957298,NaN,22.017570780097824,12.922429219902181,NaN,14.654788773853117,NaN,13.614741542196205,16.185258457803794,15.16115193071752,18.038848069282484,16.24028798267938,16.959712017320623,NaN,NaN,NaN,11.49502945322689,NaN,11.49502945322689,16.799127957298,NaN,NaN,NaN,NaN,1,0,57.39670703357929,59.82365089896642,NaN,NaN,1.4726056130734428
